2026-04-10 10:43:36.840226: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2026-04-10 10:43:36.904857: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI AVX512_BF16 AVX512_FP16 AVX_VNNI AMX_TILE AMX_INT8 AMX_BF16 FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2026-04-10 10:43:38.146664: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.

============================================================
Training PPO on Scenario C, seed=42, 3M steps, 60 ctrl steps
============================================================
  [Step 1116000] Ep 18600: mean F = 0.9719, max F = 0.9939
  [Step 1122000] Ep 18700: mean F = 0.9715, max F = 0.9941
  [Step 1128000] Ep 18800: mean F = 0.9708, max F = 0.9945
  [Step 1134000] Ep 18900: mean F = 0.9748, max F = 0.9948
  [Step 1140000] Ep 19000: mean F = 0.9719, max F = 0.9946
  [Step 1146000] Ep 19100: mean F = 0.9693, max F = 0.9955
  [Step 1152000] Ep 19200: mean F = 0.9734, max F = 0.9946
  [Step 1158000] Ep 19300: mean F = 0.9763, max F = 0.9938
  [Step 1164000] Ep 19400: mean F = 0.9719, max F = 0.9940
  [Step 1170000] Ep 19500: mean F = 0.9740, max F = 0.9947
  [Step 1176000] Ep 19600: mean F = 0.9776, max F = 0.9945
  [Step 1182000] Ep 19700: mean F = 0.9742, max F = 0.9944
  [Step 1188000] Ep 19800: mean F = 0.9731, max F = 0.9937
  [Step 1194000] Ep 19900: mean F = 0.9739, max F = 0.9947
  [Step 1200000] Ep 20000: mean F = 0.9722, max F = 0.9943
  [Step 1206000] Ep 20100: mean F = 0.9733, max F = 0.9950
  [Step 1212000] Ep 20200: mean F = 0.9686, max F = 0.9940
  [Step 1218000] Ep 20300: mean F = 0.9736, max F = 0.9940
  [Step 1224000] Ep 20400: mean F = 0.9741, max F = 0.9940
  [Step 1230000] Ep 20500: mean F = 0.9710, max F = 0.9939
  [Step 1236000] Ep 20600: mean F = 0.9750, max F = 0.9951
  [Step 1242000] Ep 20700: mean F = 0.9764, max F = 0.9946
  [Step 1248000] Ep 20800: mean F = 0.9775, max F = 0.9945
  [Step 1254000] Ep 20900: mean F = 0.9756, max F = 0.9949
  [Step 1260000] Ep 21000: mean F = 0.9738, max F = 0.9945
  [Step 1266000] Ep 21100: mean F = 0.9709, max F = 0.9946
  [Step 1272000] Ep 21200: mean F = 0.9753, max F = 0.9942
  [Step 1278000] Ep 21300: mean F = 0.9753, max F = 0.9953
  [Step 1284000] Ep 21400: mean F = 0.9782, max F = 0.9961
  [Step 1290000] Ep 21500: mean F = 0.9770, max F = 0.9951
  [Step 1296000] Ep 21600: mean F = 0.9767, max F = 0.9945
  [Step 1302000] Ep 21700: mean F = 0.9785, max F = 0.9945
  [Step 1308000] Ep 21800: mean F = 0.9731, max F = 0.9945
  [Step 1314000] Ep 21900: mean F = 0.9740, max F = 0.9953
  [Step 1320000] Ep 22000: mean F = 0.9746, max F = 0.9956
  [Step 1326000] Ep 22100: mean F = 0.9767, max F = 0.9952
  [Step 1332000] Ep 22200: mean F = 0.9741, max F = 0.9949
  [Step 1338000] Ep 22300: mean F = 0.9729, max F = 0.9946
  [Step 1344000] Ep 22400: mean F = 0.9770, max F = 0.9952
  [Step 1350000] Ep 22500: mean F = 0.9751, max F = 0.9954
  [Step 1356000] Ep 22600: mean F = 0.9740, max F = 0.9954
  [Step 1362000] Ep 22700: mean F = 0.9789, max F = 0.9941
  [Step 1368000] Ep 22800: mean F = 0.9752, max F = 0.9954
  [Step 1374000] Ep 22900: mean F = 0.9764, max F = 0.9953
  [Step 1380000] Ep 23000: mean F = 0.9787, max F = 0.9959
  [Step 1386000] Ep 23100: mean F = 0.9761, max F = 0.9956
  [Step 1392000] Ep 23200: mean F = 0.9773, max F = 0.9947
  [Step 1398000] Ep 23300: mean F = 0.9760, max F = 0.9947
  [Step 1404000] Ep 23400: mean F = 0.9782, max F = 0.9955
  [Step 1410000] Ep 23500: mean F = 0.9804, max F = 0.9949
  [Step 1416000] Ep 23600: mean F = 0.9753, max F = 0.9952
  [Step 1422000] Ep 23700: mean F = 0.9763, max F = 0.9955
  [Step 1428000] Ep 23800: mean F = 0.9759, max F = 0.9948
  [Step 1434000] Ep 23900: mean F = 0.9751, max F = 0.9955
  [Step 1440000] Ep 24000: mean F = 0.9723, max F = 0.9959
  [Step 1446000] Ep 24100: mean F = 0.9695, max F = 0.9953
  [Step 1452000] Ep 24200: mean F = 0.9774, max F = 0.9955
  [Step 1458000] Ep 24300: mean F = 0.9755, max F = 0.9950
  [Step 1464000] Ep 24400: mean F = 0.9748, max F = 0.9952
  [Step 1470000] Ep 24500: mean F = 0.9751, max F = 0.9958
